Age,Attrition,Department,JobRole,JobLevel,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Engagement_Index,Engagement_Category,Burnout_Risk_Score,Burnout_Risk_Level,Satisfaction_Stability_Score,Workload_Stress_Indicator
25,0,Sales,Sales Executive,2,Yes,Travel_Rarely,4,4,2,2,3,5,4,1,2.5,Moderate,1,Medium,36.17152614957746,2
37,0,Research & Development,Research Scientist,2,Yes,Non-Travel,25,3,2,1,3,13,11,10,2.25,Moderate,1,Medium,36.17152614957746,1
31,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,1,4,3,3,4,2,3,2.5,Moderate,0,Low,16.1129507192139,1
39,0,Research & Development,Manager,5,Yes,Travel_Frequently,1,3,2,3,3,21,8,1,2.75,Moderate,1,Medium,66.66666666666667,3
56,0,Sales,Sales Executive,4,No,Travel_Frequently,6,1,3,4,2,7,7,7,3.0,High,1,Medium,13.93370341761296,2
30,0,Sales,Sales Executive,2,No,Travel_Rarely,12,3,2,2,3,5,4,4,2.5,Moderate,0,Low,61.50998205402495,1
41,0,Sales,Sales Executive,3,No,Travel_Rarely,1,1,2,3,3,10,7,0,2.5,Moderate,0,Low,36.17152614957746,1
28,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,17,1,3,4,3,10,0,1,2.75,Moderate,0,Low,16.1129507192139,1
25,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,3,1,1,3,3,2,2,0,2.0,Moderate,0,Low,23.019964108049905,1
52,0,Research & Development,Manufacturing Director,3,Yes,Travel_Rarely,3,3,4,3,3,5,4,0,3.0,High,1,Medium,66.66666666666667,2
45,0,Research & Development,Research Scientist,1,No,Travel_Rarely,10,4,1,4,2,2,2,0,3.0,High,1,Medium,0.0,1
52,0,Research & Development,Manager,4,No,Travel_Rarely,4,4,4,4,1,5,2,1,3.75,High,1,Medium,0.0,1
42,0,Research & Development,Research Scientist,2,No,Travel_Frequently,29,3,1,2,3,5,4,0,2.25,Moderate,0,Low,36.17152614957746,2
30,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,4,3,3,3,5,4,0,2.75,Moderate,0,Low,66.66666666666667,1
60,0,Research & Development,Manager,5,No,Travel_Rarely,7,1,1,4,1,29,8,11,2.25,Moderate,1,Medium,0.0,1
46,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,18,3,3,3,2,10,7,0,3.0,High,1,Medium,66.66666666666667,1
42,0,Research & Development,Healthcare Representative,2,No,Travel_Frequently,28,4,4,4,4,6,5,0,3.5,High,0,Low,100.0,2
24,1,Sales,Sales Representative,1,Yes,Travel_Rarely,1,2,1,2,3,5,3,1,2.0,Moderate,1,Medium,45.566894604818266,2
34,1,Sales,Sales Representative,1,No,Travel_Frequently,6,3,4,4,2,2,2,1,3.0,High,1,Medium,36.17152614957746,2
38,0,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,2,4,4,3,3,1,0,0,3.5,High,1,Medium,61.50998205402495,3
40,0,Sales,Manager,5,No,Travel_Rarely,2,3,3,4,3,20,15,1,3.25,High,0,Low,66.66666666666667,1
26,0,Research & Development,Research Scientist,1,No,Travel_Rarely,23,4,1,2,1,3,2,0,2.5,Moderate,1,Medium,5.71909584179366,1
30,0,Research & Development,Laboratory Technician,1,No,Non-Travel,3,4,3,3,1,5,3,1,3.25,High,1,Medium,16.1129507192139,0
29,0,Research & Development,Research Director,3,No,Travel_Rarely,3,3,2,3,3,10,2,0,2.5,Moderate,0,Low,66.66666666666667,1
29,1,Research & Development,Research Scientist,1,No,Travel_Rarely,25,2,3,2,4,2,2,1,2.25,Moderate,0,Low,36.17152614957746,1
19,1,Human Resources,Human Resources,1,No,Travel_Rarely,2,4,1,3,4,1,0,0,2.5,Moderate,0,Low,5.71909584179366,1
30,0,Sales,Sales Executive,3,No,Non-Travel,22,1,3,3,3,9,8,7,2.5,Moderate,0,Low,33.33333333333334,0
57,0,Sales,Manager,4,No,Travel_Rarely,29,4,1,3,2,1,0,0,2.5,Moderate,1,Medium,13.93370341761296,1
50,0,Research & Development,Manager,4,No,Travel_Rarely,29,3,2,2,3,27,10,15,2.25,Moderate,0,Low,61.50998205402495,1
30,0,Research & Development,Laboratory Technician,1,No,Non-Travel,2,4,3,3,2,11,7,6,3.25,High,1,Medium,45.566894604818266,0
60,0,Sales,Sales Executive,3,No,Travel_Frequently,28,1,3,4,4,18,13,13,2.5,Moderate,0,Low,5.71909584179366,2
47,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,2,4,1,3,3,5,0,0,2.75,Moderate,0,Low,16.1129507192139,1
46,0,Research & Development,Research Director,4,No,Travel_Rarely,2,3,1,3,1,3,2,0,2.5,Moderate,1,Medium,23.019964108049905,1
35,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,22,3,4,3,3,5,4,4,2.75,Moderate,0,Low,66.66666666666667,1
54,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,8,3,3,3,3,1,0,0,3.0,High,0,Low,100.0,1
34,0,Research & Development,Research Scientist,1,No,Travel_Rarely,2,3,4,3,3,7,3,5,3.0,High,0,Low,66.66666666666667,1
46,0,Sales,Sales Executive,3,Yes,Travel_Rarely,10,4,3,3,3,3,2,1,3.0,High,1,Medium,66.66666666666667,2
31,0,Research & Development,Manufacturing Director,3,No,Travel_Rarely,9,2,3,4,4,13,8,0,3.0,High,0,Low,36.17152614957746,1
33,1,Research & Development,Manager,3,Yes,Travel_Rarely,15,3,2,4,4,7,6,7,3.0,High,1,Medium,36.17152614957746,2
33,1,Research & Development,Laboratory Technician,1,No,Travel_Rarely,10,4,1,1,3,4,3,1,1.75,Low,0,Low,0.0,1
30,0,Sales,Sales Representative,1,No,Travel_Rarely,7,2,4,1,3,3,2,1,2.5,Moderate,0,Low,13.93370341761296,1
35,0,Research & Development,Healthcare Representative,3,Yes,Travel_Rarely,16,3,4,3,3,8,7,0,3.25,High,1,Medium,66.66666666666667,2
31,1,Research & Development,Healthcare Representative,3,No,Travel_Frequently,20,3,1,1,3,1,0,0,2.0,Moderate,0,Low,23.019964108049905,2
34,1,Human Resources,Human Resources,3,Yes,Travel_Frequently,23,1,2,3,3,3,2,0,2.25,Moderate,1,Medium,36.17152614957746,3
42,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,5,3,2,4,3,2,2,2,3.0,High,0,Low,45.566894604818266,2
36,0,Sales,Sales Executive,3,No,Non-Travel,10,4,2,4,2,10,3,9,3.25,High,1,Medium,23.019964108049905,0
22,1,Research & Development,Laboratory Technician,1,No,Travel_Frequently,4,3,3,3,3,2,2,1,2.75,Moderate,0,Low,100.0,2
48,0,Sales,Sales Executive,2,No,Travel_Rarely,2,4,2,1,3,9,7,6,2.5,Moderate,0,Low,13.93370341761296,1
55,0,Sales,Manager,4,No,Travel_Rarely,18,2,1,4,3,10,9,7,2.5,Moderate,0,Low,13.93370341761296,1
41,0,Sales,Sales Executive,2,No,Non-Travel,10,4,4,4,3,14,3,1,3.75,High,0,Low,66.66666666666667,0
35,0,Sales,Sales Executive,2,No,Travel_Rarely,1,3,2,3,3,11,9,6,2.75,Moderate,0,Low,66.66666666666667,1
40,0,Research & Development,Manufacturing Director,4,No,Travel_Rarely,6,3,2,3,3,20,6,5,2.75,Moderate,0,Low,66.66666666666667,1
39,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,8,3,3,1,3,8,3,0,2.5,Moderate,0,Low,33.33333333333334,2
31,0,Sales,Sales Executive,2,Yes,Travel_Rarely,2,4,2,3,4,6,5,0,3.0,High,1,Medium,36.17152614957746,2
42,0,Research & Development,Manufacturing Director,3,Yes,Travel_Rarely,24,1,4,4,2,10,9,5,3.0,High,2,High,0.0,2
45,0,Sales,Sales Executive,2,No,Travel_Rarely,2,2,4,2,4,8,7,3,2.75,Moderate,0,Low,23.019964108049905,1
26,1,Human Resources,Human Resources,1,Yes,Travel_Frequently,17,3,2,2,2,7,7,1,2.5,Moderate,2,High,66.66666666666667,3
29,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,19,4,4,2,4,3,2,1,3.25,High,0,Low,33.33333333333334,1
33,0,Research & Development,Research Director,4,No,Travel_Rarely,1,3,1,3,3,6,1,0,2.75,Moderate,0,Low,33.33333333333334,1
31,0,Sales,Manager,3,No,Travel_Rarely,7,4,3,3,2,5,4,0,3.0,High,1,Medium,45.566894604818266,1
18,1,Sales,Sales Representative,1,Yes,Travel_Frequently,5,2,2,4,3,0,0,0,2.75,Moderate,1,Medium,36.17152614957746,3
40,0,Sales,Sales Executive,3,No,Non-Travel,28,1,3,3,3,1,0,0,2.0,Moderate,0,Low,33.33333333333334,0
41,0,Research & Development,Healthcare Representative,2,Yes,Non-Travel,2,3,1,1,3,8,7,0,1.75,Low,1,Medium,23.019964108049905,1
26,0,Sales,Sales Executive,2,No,Travel_Rarely,29,3,1,1,3,0,0,0,2.0,Moderate,0,Low,23.019964108049905,1
35,0,Sales,Sales Executive,2,No,Travel_Rarely,1,3,1,4,3,5,4,0,2.75,Moderate,0,Low,16.1129507192139,1
34,0,Sales,Sales Executive,2,No,Travel_Rarely,21,4,4,4,3,10,7,5,4.0,High,0,Low,66.66666666666667,1
26,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,24,4,3,2,1,1,0,0,2.5,Moderate,2,High,13.93370341761296,2
37,0,Research & Development,Manufacturing Director,3,No,Travel_Rarely,1,4,2,4,4,6,5,1,3.25,High,0,Low,33.33333333333334,1
46,0,Research & Development,Healthcare Representative,3,No,Travel_Frequently,18,3,1,4,2,2,2,1,2.75,Moderate,1,Medium,13.93370341761296,2
41,0,Sales,Manager,4,No,Travel_Rarely,2,1,2,2,3,18,16,11,2.0,Moderate,0,Low,45.566894604818266,1
37,0,Sales,Sales Executive,3,No,Non-Travel,9,2,1,4,3,9,5,7,2.5,Moderate,0,Low,13.93370341761296,0
52,0,Research & Development,Research Scientist,2,Yes,Travel_Rarely,6,1,4,2,3,10,9,6,2.5,Moderate,1,Medium,13.93370341761296,2
32,1,Sales,Sales Executive,2,No,Non-Travel,11,3,4,4,3,4,2,1,3.75,High,0,Low,61.50998205402495,0
24,0,Sales,Sales Representative,1,No,Travel_Frequently,24,4,4,3,3,2,2,2,3.5,High,0,Low,61.50998205402495,2
38,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,10,3,3,3,3,1,0,0,3.0,High,0,Low,100.0,1
37,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,2,2,2,2,6,5,4,2.25,Moderate,1,Medium,100.0,1
49,0,Research & Development,Research Director,5,Yes,Travel_Rarely,18,3,4,3,3,31,9,0,3.0,High,1,Medium,66.66666666666667,2
24,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,23,4,2,2,3,6,5,1,3.0,High,1,Medium,36.17152614957746,2
26,0,Sales,Sales Executive,2,No,Travel_Rarely,28,2,1,4,4,5,3,1,2.5,Moderate,0,Low,0.0,1
24,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,17,2,4,4,3,1,0,0,3.0,High,0,Low,36.17152614957746,1
50,0,Human Resources,Manager,5,No,Travel_Frequently,3,2,1,3,3,32,5,10,2.25,Moderate,0,Low,36.17152614957746,2
25,0,Sales,Sales Representative,1,No,Travel_Rarely,13,3,2,3,3,7,4,0,2.75,Moderate,0,Low,66.66666666666667,1
24,1,Research & Development,Laboratory Technician,1,Yes,Travel_Frequently,7,3,1,4,3,6,3,1,2.75,Moderate,1,Medium,16.1129507192139,3
30,1,Sales,Sales Representative,1,No,Travel_Frequently,12,1,2,3,4,1,0,0,2.0,Moderate,0,Low,13.93370341761296,2
34,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,1,4,2,4,3,6,5,1,3.0,High,1,Medium,36.17152614957746,2
31,1,Sales,Sales Executive,2,No,Travel_Rarely,13,1,2,3,1,3,1,1,2.25,Moderate,1,Medium,36.17152614957746,1
35,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,25,4,1,4,3,3,2,0,2.75,Moderate,0,Low,5.71909584179366,1
31,0,Sales,Sales Executive,2,No,Travel_Rarely,6,4,1,4,4,7,7,5,3.25,High,0,Low,0.0,1
27,0,Research & Development,Research Scientist,1,No,Travel_Rarely,6,3,1,3,2,5,3,0,2.25,Moderate,1,Medium,36.17152614957746,1
37,0,Sales,Sales Executive,2,Yes,Travel_Rarely,2,3,4,3,2,3,0,1,3.25,High,2,High,45.566894604818266,2
20,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,2,4,4,4,1,0,0,3.0,High,0,Low,33.33333333333334,1
42,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,2,4,3,2,3,10,2,2,3.0,High,0,Low,45.566894604818266,1
43,0,Research & Development,Research Director,4,Yes,Travel_Rarely,6,4,2,3,2,1,0,0,2.75,Moderate,2,High,36.17152614957746,2
38,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,1,3,4,2,0,0,0,2.75,Moderate,1,Medium,13.93370341761296,1
43,0,Research & Development,Laboratory Technician,2,Yes,Travel_Frequently,9,3,4,2,3,8,7,4,3.0,High,1,Medium,45.566894604818266,3
48,0,Research & Development,Manager,4,No,Travel_Rarely,1,1,4,1,1,3,2,0,2.0,Moderate,1,Medium,0.0,1
44,0,Human Resources,Human Resources,2,No,Travel_Rarely,1,3,1,2,4,2,2,0,2.0,Moderate,0,Low,13.93370341761296,1
34,0,Sales,Sales Representative,1,Yes,Travel_Rarely,14,3,3,4,3,8,2,0,3.25,High,1,Medium,66.66666666666667,2
27,1,Sales,Sales Representative,1,No,Travel_Rarely,2,1,3,2,3,4,3,0,2.25,Moderate,0,Low,36.17152614957746,1
21,0,Sales,Sales Representative,1,No,Travel_Rarely,22,3,3,3,3,3,2,1,3.0,High,0,Low,100.0,1
44,0,Research & Development,Manager,5,Yes,Travel_Rarely,3,4,4,1,4,2,2,0,3.0,High,1,Medium,0.0,2
22,0,Research & Development,Research Scientist,1,No,Travel_Rarely,6,3,1,4,3,2,2,2,2.75,Moderate,0,Low,16.1129507192139,1
33,0,Sales,Sales Executive,2,No,Travel_Rarely,8,3,3,4,3,5,0,1,3.25,High,0,Low,66.66666666666667,1
32,0,Research & Development,Research Scientist,2,Yes,Travel_Rarely,9,4,1,4,2,6,4,0,3.0,High,2,High,0.0,2
30,0,Research & Development,Research Scientist,1,No,Travel_Frequently,3,3,3,3,3,1,0,0,3.0,High,0,Low,100.0,2
53,0,Sales,Sales Executive,2,No,Travel_Rarely,1,1,4,4,4,14,7,8,3.0,High,0,Low,0.0,1
34,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,4,2,4,2,10,9,8,3.25,High,1,Medium,23.019964108049905,1
45,1,Sales,Sales Executive,2,No,Travel_Frequently,26,1,1,4,3,1,1,0,2.25,Moderate,0,Low,0.0,2
26,0,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,6,4,3,3,3,3,2,0,3.25,High,1,Medium,66.66666666666667,2
37,0,Research & Development,Manufacturing Director,3,No,Travel_Rarely,3,3,3,3,3,10,7,7,3.0,High,0,Low,100.0,1
29,0,Sales,Sales Executive,2,No,Travel_Rarely,3,3,2,1,2,6,0,1,2.25,Moderate,1,Medium,45.566894604818266,1
35,0,Research & Development,Research Scientist,2,No,Travel_Rarely,6,4,2,2,3,17,11,11,2.25,Moderate,0,Low,36.17152614957746,1
33,0,Research & Development,Healthcare Representative,2,No,Travel_Frequently,6,4,3,3,1,13,11,4,3.25,High,1,Medium,16.1129507192139,2
54,0,Human Resources,Human Resources,3,No,Travel_Rarely,19,2,3,3,4,9,7,7,2.75,Moderate,0,Low,45.566894604818266,1
36,0,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,9,2,2,3,3,3,2,0,2.25,Moderate,1,Medium,61.50998205402495,2
27,0,Research & Development,Research Scientist,1,No,Travel_Rarely,3,4,1,4,3,4,2,1,2.75,Moderate,0,Low,5.71909584179366,1
20,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,10,3,4,4,3,1,0,1,3.5,High,1,Medium,61.50998205402495,2
33,1,Research & Development,Research Scientist,1,Yes,Travel_Frequently,3,1,1,1,3,10,8,9,1.5,Low,1,Medium,33.33333333333334,3
35,0,Research & Development,Laboratory Technician,1,No,Non-Travel,3,3,3,3,3,1,0,0,2.75,Moderate,0,Low,100.0,0
23,0,Research & Development,Research Scientist,1,No,Travel_Rarely,4,1,1,1,4,3,2,0,1.75,Low,0,Low,0.0,1
25,0,Sales,Sales Executive,2,No,Travel_Rarely,8,2,4,3,3,3,2,1,3.25,High,0,Low,45.566894604818266,1
38,0,Sales,Sales Executive,2,No,Travel_Rarely,7,4,4,1,3,7,7,0,2.75,Moderate,0,Low,5.71909584179366,1
29,0,Research & Development,Research Scientist,1,No,Travel_Frequently,1,4,2,4,3,10,7,2,2.75,Moderate,0,Low,36.17152614957746,2
48,0,Sales,Sales Executive,2,No,Travel_Rarely,2,2,2,4,3,2,2,2,3.0,High,0,Low,36.17152614957746,1
27,0,Sales,Sales Executive,2,Yes,Travel_Frequently,3,4,4,2,3,6,5,0,3.5,High,1,Medium,36.17152614957746,3
37,0,Research & Development,Research Scientist,1,No,Travel_Rarely,10,4,4,1,3,1,0,0,3.25,High,0,Low,5.71909584179366,1
50,0,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,28,3,4,3,3,20,8,3,3.5,High,1,Medium,66.66666666666667,2
34,0,Research & Development,Healthcare Representative,3,No,Travel_Rarely,9,2,4,2,4,8,7,7,2.5,Moderate,0,Low,23.019964108049905,1
24,1,Sales,Sales Executive,2,No,Travel_Rarely,3,3,1,1,3,2,2,2,2.0,Moderate,0,Low,23.019964108049905,1
39,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,2,3,4,1,3,20,7,11,2.5,Moderate,0,Low,16.1129507192139,1
32,0,Sales,Sales Executive,2,No,Travel_Rarely,10,4,4,4,2,10,7,0,3.75,High,1,Medium,33.33333333333334,1
50,1,Sales,Sales Executive,2,Yes,Travel_Frequently,8,3,2,1,3,4,3,1,2.25,Moderate,1,Medium,36.17152614957746,3
38,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,1,4,2,3,2,9,7,1,3.25,High,1,Medium,36.17152614957746,1
27,0,Research & Development,Manufacturing Director,3,No,Travel_Rarely,1,1,3,4,3,9,7,0,2.75,Moderate,0,Low,16.1129507192139,1
32,0,Research & Development,Research Director,3,No,Travel_Rarely,3,4,3,4,3,7,7,7,3.5,High,0,Low,61.50998205402495,1
47,0,Sales,Sales Executive,2,No,Travel_Rarely,14,1,4,4,3,7,7,1,3.0,High,0,Low,5.71909584179366,1
40,0,Sales,Sales Executive,3,Yes,Travel_Frequently,5,1,4,3,3,18,13,1,2.5,Moderate,1,Medium,16.1129507192139,3
53,0,Research & Development,Research Director,4,No,Travel_Rarely,7,3,3,3,3,5,1,1,3.25,High,0,Low,100.0,1
41,0,Human Resources,Manager,5,No,Travel_Rarely,10,4,2,2,2,21,6,12,2.5,Moderate,1,Medium,33.33333333333334,1
60,0,Sales,Sales Executive,2,No,Travel_Rarely,16,1,1,4,3,2,2,2,2.25,Moderate,0,Low,0.0,1
27,0,Research & Development,Manufacturing Director,3,No,Travel_Frequently,10,1,4,3,2,9,7,1,2.75,Moderate,1,Medium,13.93370341761296,2
41,0,Human Resources,Manager,5,No,Travel_Rarely,1,3,4,2,3,22,7,2,2.75,Moderate,0,Low,45.566894604818266,1
50,0,Sales,Sales Representative,1,No,Travel_Rarely,8,2,4,4,3,2,2,2,3.25,High,0,Low,36.17152614957746,1
28,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,1,2,1,4,3,7,7,3,2.0,Moderate,1,Medium,13.93370341761296,2
36,0,Research & Development,Research Director,3,No,Non-Travel,8,1,1,1,3,8,7,0,1.75,Low,0,Low,33.33333333333334,0
38,0,Research & Development,Manufacturing Director,3,Yes,Travel_Rarely,1,3,3,4,4,1,0,0,3.25,High,1,Medium,61.50998205402495,2
44,0,Research & Development,Laboratory Technician,1,No,Non-Travel,24,3,1,3,3,5,2,1,2.0,Moderate,0,Low,33.33333333333334,0
47,0,Sales,Sales Executive,4,Yes,Travel_Frequently,3,3,4,4,2,22,2,11,3.5,High,2,High,36.17152614957746,3
30,0,Sales,Sales Executive,2,No,Travel_Rarely,27,4,3,4,2,8,7,7,3.5,High,1,Medium,36.17152614957746,1
29,0,Sales,Sales Representative,1,No,Travel_Rarely,10,3,3,3,3,1,0,0,3.0,High,0,Low,100.0,1
42,1,Research & Development,Research Scientist,1,Yes,Travel_Frequently,19,3,3,4,3,2,2,2,3.5,High,1,Medium,66.66666666666667,3
43,0,Sales,Sales Executive,2,No,Travel_Frequently,15,4,4,3,3,2,2,2,3.25,High,0,Low,61.50998205402495,2
34,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,8,3,2,4,3,5,1,4,3.0,High,0,Low,45.566894604818266,1
23,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,9,1,2,4,4,4,3,0,2.5,Moderate,0,Low,0.0,1
39,0,Human Resources,Human Resources,2,No,Travel_Rarely,3,2,3,3,1,8,3,3,3.0,High,1,Medium,36.17152614957746,1
56,0,Research & Development,Healthcare Representative,4,No,Travel_Rarely,9,4,3,3,2,10,7,1,3.25,High,1,Medium,45.566894604818266,1
40,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,2,4,4,4,2,4,2,2,3.5,High,2,High,33.33333333333334,2
27,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,7,1,4,1,1,7,6,0,2.0,Moderate,1,Medium,0.0,1
29,0,Sales,Sales Representative,1,No,Travel_Rarely,10,2,4,4,3,2,2,2,3.25,High,0,Low,36.17152614957746,1
53,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,6,4,4,4,3,2,2,2,3.75,High,0,Low,66.66666666666667,1
35,0,Research & Development,Healthcare Representative,2,No,Non-Travel,2,1,4,1,4,1,0,0,2.25,Moderate,0,Low,0.0,0
32,0,Research & Development,Laboratory Technician,2,No,Travel_Frequently,24,4,1,4,3,10,8,4,3.0,High,0,Low,5.71909584179366,2
38,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,2,3,4,2,1,1,0,0,3.0,High,2,High,13.93370341761296,2
34,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,8,1,2,3,3,0,0,0,2.25,Moderate,0,Low,36.17152614957746,1
52,0,Sales,Manager,4,No,Travel_Rarely,3,1,3,1,4,34,6,1,1.75,Low,0,Low,0.0,1
33,1,Research & Development,Research Scientist,1,Yes,Travel_Rarely,1,4,4,3,2,10,9,7,3.5,High,2,High,36.17152614957746,2
25,0,Sales,Sales Executive,2,No,Travel_Rarely,26,4,3,2,2,6,5,1,3.0,High,1,Medium,36.17152614957746,1
45,0,Sales,Sales Representative,2,No,Travel_Rarely,2,3,2,1,3,8,7,3,1.75,Low,0,Low,36.17152614957746,1
23,0,Research & Development,Research Scientist,1,No,Travel_Rarely,10,3,1,4,3,2,2,0,3.0,High,0,Low,16.1129507192139,1
47,1,Sales,Sales Executive,2,Yes,Travel_Frequently,27,3,2,4,3,5,4,1,3.25,High,1,Medium,45.566894604818266,3
34,0,Sales,Sales Executive,2,No,Travel_Rarely,2,4,4,3,3,6,5,1,3.5,High,0,Low,61.50998205402495,1
55,1,Research & Development,Manager,5,Yes,Travel_Rarely,2,1,4,4,3,5,2,1,3.0,High,1,Medium,5.71909584179366,2
36,0,Sales,Sales Executive,3,No,Non-Travel,8,1,1,2,3,10,7,0,1.5,Low,0,Low,36.17152614957746,0
52,0,Research & Development,Research Scientist,1,No,Non-Travel,19,4,4,1,3,4,3,1,3.0,High,0,Low,5.71909584179366,0
26,0,Research & Development,Laboratory Technician,1,No,Travel_Frequently,1,4,1,1,3,2,2,2,1.75,Low,0,Low,0.0,2
29,0,Research & Development,Healthcare Representative,2,No,Travel_Rarely,27,3,2,1,2,8,7,1,2.25,Moderate,1,Medium,45.566894604818266,1
26,1,Sales,Sales Executive,2,No,Travel_Rarely,8,1,4,3,2,4,3,1,2.5,Moderate,1,Medium,13.93370341761296,1
34,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,4,2,3,3,4,2,1,3.25,High,0,Low,45.566894604818266,1
54,0,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,19,1,4,2,3,5,3,1,2.5,Moderate,1,Medium,13.93370341761296,2
27,0,Sales,Sales Executive,2,No,Travel_Frequently,8,4,3,2,3,4,2,1,3.0,High,0,Low,45.566894604818266,2
37,0,Research & Development,Research Scientist,1,Yes,Travel_Rarely,10,1,4,2,2,5,3,4,2.5,Moderate,2,High,16.1129507192139,2
38,0,Research & Development,Manufacturing Director,2,Yes,Travel_Frequently,2,1,1,4,3,15,7,4,2.5,Moderate,1,Medium,0.0,3
34,0,Research & Development,Research Scientist,1,No,Travel_Rarely,2,1,3,3,3,6,5,1,2.25,Moderate,0,Low,33.33333333333334,1
35,0,Sales,Sales Representative,1,No,Travel_Rarely,8,4,1,2,2,3,2,0,2.5,Moderate,1,Medium,16.1129507192139,1
30,0,Research & Development,Laboratory Technician,1,No,Travel_Rarely,1,3,4,3,3,2,2,0,2.75,Moderate,0,Low,66.66666666666667,1
40,0,Research & Development,Healthcare Representative,2,No,Travel_Frequently,2,2,3,4,3,8,7,3,3.25,High,0,Low,45.566894604818266,2
34,0,Sales,Sales Executive,2,No,Travel_Rarely,8,1,3,2,3,3,2,1,2.25,Moderate,0,Low,36.17152614957746,1
42,0,Research & Development,Manager,5,No,Travel_Frequently,8,4,2,2,2,24,7,14,2.75,Moderate,1,Medium,33.33333333333334,2
23,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,6,1,3,3,3,0,0,0,2.75,Moderate,1,Medium,33.33333333333334,2
24,0,Research & Development,Laboratory Technician,1,No,Non-Travel,9,2,3,3,3,1,0,0,2.5,Moderate,0,Low,66.66666666666667,0
52,0,Research & Development,Laboratory Technician,2,No,Travel_Rarely,11,3,4,2,3,5,2,1,3.0,High,0,Low,45.566894604818266,1
50,0,Research & Development,Research Director,4,No,Travel_Rarely,2,3,3,4,3,4,3,0,3.25,High,0,Low,66.66666666666667,1
29,1,Research & Development,Laboratory Technician,1,Yes,Travel_Rarely,1,1,2,4,3,1,0,0,2.25,Moderate,1,Medium,13.93370341761296,2
33,0,Research & Development,Research Director,3,No,Travel_Rarely,7,3,3,4,4,13,9,3,3.25,High,0,Low,61.50998205402495,1
33,1,Sales,Sales Executive,2,No,Travel_Rarely,16,1,1,3,3,3,2,0,2.0,Moderate,0,Low,23.019964108049905,1
47,0,Research & Development,Manager,4,Yes,Travel_Rarely,2,4,3,3,2,26,14,3,3.25,High,2,High,45.566894604818266,2
36,0,Research & Development,Manufacturing Director,2,No,Travel_Rarely,1,2,3,1,3,9,7,0,2.25,Moderate,0,Low,36.17152614957746,1
29,0,Research & Development,Research Scientist,1,No,Travel_Rarely,23,3,3,3,3,10,7,0,3.25,High,0,Low,100.0,1
58,1,Research & Development,Research Director,5,Yes,Travel_Rarely,2,2,4,4,3,31,15,13,3.25,High,1,Medium,36.17152614957746,2
35,0,Research & Development,Research Scientist,1,No,Travel_Rarely,1,3,4,3,3,2,2,2,3.5,High,0,Low,66.66666666666667,1
42,0,Research & Development,Manufacturing Director,2,Yes,Travel_Rarely,1,4,4,4,3,4,3,0,3.5,High,1,Medium,66.66666666666667,2
28,1,Research & Development,Research Scientist,1,No,Travel_Rarely,2,3,3,4,2,2,2,2,3.25,High,1,Medium,45.566894604818266,1
